"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.926562500E4,9.598096780E-3
1.928906250E4,1.399878359E-2
1.931250000E4,8.871722632E-3
1.933593750E4,2.983540489E-3
1.935937500E4,8.537660097E-3
1.938281250E4,5.859552218E-3
1.940625000E4,1.110746462E-2
1.942968750E4,7.383265355E-3
1.945312500E4,9.567047566E-3
1.947656250E4,7.343236641E-3
1.950000000E4,1.096087093E-2
1.952343750E4,7.434682514E-3
1.954687500E4,6.610104149E-3
1.957031250E4,6.478252584E-3
1.959375000E4,9.035327510E-3
1.961718750E4,7.366057153E-3
1.964062500E4,1.062129830E-2
1.966406250E4,4.710070604E-3
1.968750000E4,9.699513326E-3
1.971093750E4,4.305748741E-3
1.973437500E4,2.441841801E-3
1.975781250E4,7.505867396E-3
1.978125000E4,5.400791504E-3
1.980468750E4,8.807438768E-3
1.982812500E4,3.721140942E-3
1.985156250E4,7.484482797E-3
1.987500000E4,5.925045773E-3
1.989843750E4,8.693599743E-3
1.992187500E4,7.936434451E-3
1.994531250E4,5.900267420E-3
1.996875000E4,6.745242016E-3
1.999218750E4,5.730876631E-3
2.001562500E4,9.497333553E-3
2.003906250E4,8.927335180E-3
2.006250000E4,7.441440011E-3
2.008593750E4,6.937272931E-3
2.010937500E4,7.056755218E-3
2.013281250E4,6.665758241E-3
2.015625000E4,6.608758266E-3
2.017968750E4,6.939621358E-3
2.020312500E4,6.696375149E-3
2.022656250E4,6.593234073E-3
2.025000000E4,6.604561340E-3
2.027343750E4,6.626078346E-3
2.029687500E4,6.605873475E-3
2.032031250E4,6.651474726E-3
2.034375000E4,6.659254779E-3
2.036718750E4,6.643886544E-3
2.039062500E4,6.679956126E-3
2.041406250E4,6.652300010E-3
2.043750000E4,6.670470340E-3
2.046093750E4,6.675877685E-3
2.048437500E4,6.679019751E-3
2.050781250E4,6.676214835E-3
2.053125000E4,6.682867947E-3
2.055468750E4,6.682648059E-3
2.057812500E4,6.686505526E-3
2.060156250E4,6.689791866E-3
2.062500000E4,6.689173139E-3
2.064843750E4,6.691214837E-3
2.067187500E4,6.694094530E-3
2.069531250E4,6.694445263E-3
2.071875000E4,6.695766689E-3
2.074218750E4,6.693773170E-3
2.076562500E4,6.698656920E-3
2.078906250E4,6.697126510E-3
2.081250000E4,6.696395097E-3
2.083593750E4,6.701326735E-3
2.085937500E4,6.700084732E-3
2.088281250E4,6.698539339E-3
2.090625000E4,6.701571308E-3
2.092968750E4,6.699064817E-3
2.095312500E4,6.702593534E-3
2.097656250E4,6.702281821E-3
2.100000000E4,6.703792706E-3
2.102343750E4,6.703346211E-3
2.104687500E4,6.705492974E-3
2.107031250E4,6.703694612E-3
2.109375000E4,6.703306634E-3
2.111718750E4,6.703760471E-3
2.114062500E4,6.703303720E-3
2.116406250E4,6.700721464E-3
2.118750000E4,6.704270936E-3
2.121093750E4,6.704252715E-3
2.123437500E4,6.705067758E-3
2.125781250E4,6.703853157E-3
2.128125000E4,6.703544223E-3
2.130468750E4,6.703354334E-3
2.132812500E4,6.702262605E-3
2.135156250E4,6.700744056E-3
2.137500000E4,6.702225549E-3
2.139843750E4,6.703638158E-3
2.142187500E4,6.699294799E-3
2.144531250E4,6.699211101E-3
2.146875000E4,6.699060930E-3
2.149218750E4,6.702775667E-3
2.151562500E4,6.696390184E-3
2.153906250E4,6.698624109E-3
2.156250000E4,6.697634196E-3
2.158593750E4,6.698642826E-3
2.160937500E4,6.696065605E-3
2.163281250E4,6.695789638E-3
2.165625000E4,6.698742018E-3
2.167968750E4,6.696643515E-3
2.170312500E4,6.694109560E-3
2.172656250E4,6.692756045E-3
2.175000000E4,6.693548582E-3
2.177343750E4,6.694663396E-3
2.179687500E4,6.693845771E-3
2.182031250E4,6.691605831E-3
2.184375000E4,6.693200968E-3
2.186718750E4,6.690446871E-3
2.189062500E4,6.691419739E-3
2.191406250E4,6.690572329E-3
2.193750000E4,6.689042465E-3
2.196093750E4,6.686991138E-3
2.198437500E4,6.690775550E-3
2.200781250E4,6.686188186E-3
2.203125000E4,6.685550335E-3
2.205468750E4,6.687887570E-3
2.207812500E4,6.685045496E-3
2.210156250E4,6.687457756E-3
2.212500000E4,6.687482776E-3
2.214843750E4,6.683789607E-3
2.217187500E4,6.683822032E-3
2.219531250E4,6.679897194E-3
2.221875000E4,6.681024868E-3
2.224218750E4,6.681714575E-3
2.226562500E4,6.679745147E-3
2.228906250E4,6.680056414E-3
2.231250000E4,6.680102440E-3
2.233593750E4,6.677415146E-3
2.235937500E4,6.679452853E-3
2.238281250E4,6.679881773E-3
2.240625000E4,6.676908671E-3
2.242968750E4,6.676593298E-3
2.245312500E4,6.676629491E-3
2.247656250E4,6.676514571E-3
2.250000000E4,6.674567788E-3
2.252343750E4,6.675085684E-3
2.254687500E4,6.673880022E-3
2.257031250E4,6.674005950E-3
2.259375000E4,6.672461591E-3
2.261718750E4,6.672697877E-3
2.264062500E4,6.673129750E-3
2.266406250E4,6.671912645E-3
2.268750000E4,6.670736654E-3
2.271093750E4,6.672375573E-3
2.273437500E4,6.670597797E-3
2.275781250E4,6.671918083E-3
2.278125000E4,6.668336414E-3
2.280468750E4,6.670424418E-3
2.282812500E4,6.667409672E-3
2.285156250E4,6.668761187E-3
2.287500000E4,6.666676630E-3
2.289843750E4,6.667402495E-3
2.292187500E4,6.664807824E-3
2.294531250E4,6.667040731E-3
2.296875000E4,6.666134448E-3
2.299218750E4,6.666253280E-3
2.301562500E4,6.664820163E-3
2.303906250E4,6.662997025E-3
2.306250000E4,6.664691359E-3
2.308593750E4,6.665071899E-3
2.310937500E4,6.662356942E-3
2.313281250E4,6.664521612E-3
2.315625000E4,6.663438518E-3
2.317968750E4,6.660498607E-3
2.320312500E4,6.661138696E-3
2.322656250E4,6.662476561E-3
2.325000000E4,6.662063198E-3
2.327343750E4,6.660419197E-3
2.329687500E4,6.661459175E-3
2.332031250E4,6.660742407E-3
2.334375000E4,6.659866098E-3
2.336718750E4,6.661393375E-3
2.339062500E4,6.659291883E-3
2.341406250E4,6.660178497E-3
2.343750000E4,6.659820301E-3
2.346093750E4,6.659633864E-3
2.348437500E4,6.660493023E-3
2.350781250E4,6.660214007E-3
2.353125000E4,6.658372597E-3
2.355468750E4,6.658069921E-3
2.357812500E4,6.657574194E-3
2.360156250E4,6.658586424E-3
2.362500000E4,6.656238676E-3
2.364843750E4,6.658046995E-3
2.367187500E4,6.656393111E-3
2.369531250E4,6.658273852E-3
2.371875000E4,6.656128419E-3
2.374218750E4,6.656704000E-3
2.376562500E4,6.658056029E-3
2.378906250E4,6.656330976E-3
2.381250000E4,6.657831057E-3
2.383593750E4,6.657087610E-3
2.385937500E4,6.654784144E-3
2.388281250E4,6.656458036E-3
2.390625000E4,6.657399949E-3
2.392968750E4,6.656341452E-3
2.395312500E4,6.656246319E-3
2.397656250E4,6.656069892E-3
