"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.917187500E4,1.999933073E-2
1.919531250E4,2.030109775E-2
1.921875000E4,2.715084216E-2
1.924218750E4,3.447299920E-2
1.926562500E4,2.739052536E-2
1.928906250E4,2.283579904E-2
1.931250000E4,1.909662201E-2
1.933593750E4,2.014064050E-2
1.935937500E4,2.226275350E-2
1.938281250E4,2.298803038E-2
1.940625000E4,2.393809671E-2
1.942968750E4,2.550503394E-2
1.945312500E4,2.076908208E-2
1.947656250E4,2.001745286E-2
1.950000000E4,2.420810063E-2
1.952343750E4,2.444545903E-2
1.954687500E4,1.715663367E-2
1.957031250E4,1.813405737E-2
1.959375000E4,2.343288601E-2
1.961718750E4,2.577902770E-2
1.964062500E4,2.517194876E-2
1.966406250E4,2.033928925E-2
1.968750000E4,2.190325521E-2
1.971093750E4,1.964529998E-2
1.973437500E4,2.118480041E-2
1.975781250E4,2.221642203E-2
1.978125000E4,2.118232948E-2
1.980468750E4,2.190156683E-2
1.982812500E4,2.579813622E-2
1.985156250E4,2.029950415E-2
1.987500000E4,2.502601994E-2
1.989843750E4,2.136971909E-2
1.992187500E4,2.072978153E-2
1.994531250E4,2.312493205E-2
1.996875000E4,2.239535818E-2
1.999218750E4,2.137479972E-2
2.001562500E4,2.191692077E-2
2.003906250E4,1.949072955E-2
2.006250000E4,2.072719373E-2
2.008593750E4,2.329167732E-2
2.010937500E4,2.317782905E-2
2.013281250E4,2.240067397E-2
2.015625000E4,2.202650050E-2
2.017968750E4,2.207054747E-2
2.020312500E4,2.202863423E-2
2.022656250E4,2.212598514E-2
2.025000000E4,2.213477343E-2
2.027343750E4,2.210183864E-2
2.029687500E4,2.205330184E-2
2.032031250E4,2.205592213E-2
2.034375000E4,2.198505348E-2
2.036718750E4,2.198826516E-2
2.039062500E4,2.196256688E-2
2.041406250E4,2.195319329E-2
2.043750000E4,2.194980008E-2
2.046093750E4,2.192742781E-2
2.048437500E4,2.191475246E-2
2.050781250E4,2.189945595E-2
2.053125000E4,2.188509563E-2
2.055468750E4,2.187239061E-2
2.057812500E4,2.185879512E-2
2.060156250E4,2.184783574E-2
2.062500000E4,2.183881720E-2
2.064843750E4,2.182590549E-2
2.067187500E4,2.181322536E-2
2.069531250E4,2.180159990E-2
2.071875000E4,2.179072342E-2
2.074218750E4,2.178034710E-2
2.076562500E4,2.177101919E-2
2.078906250E4,2.176092220E-2
2.081250000E4,2.175141230E-2
2.083593750E4,2.174123246E-2
2.085937500E4,2.172963688E-2
2.088281250E4,2.172080401E-2
2.090625000E4,2.171019535E-2
2.092968750E4,2.170330359E-2
2.095312500E4,2.169438025E-2
2.097656250E4,2.168598675E-2
2.100000000E4,2.167681094E-2
2.102343750E4,2.166760717E-2
2.104687500E4,2.165767790E-2
2.107031250E4,2.164901168E-2
2.109375000E4,2.164177320E-2
2.111718750E4,2.163444070E-2
2.114062500E4,2.162626357E-2
2.116406250E4,2.161913607E-2
2.118750000E4,2.161055780E-2
2.121093750E4,2.160315069E-2
2.123437500E4,2.159419035E-2
2.125781250E4,2.158659403E-2
2.128125000E4,2.158006512E-2
2.130468750E4,2.157215087E-2
2.132812500E4,2.156631829E-2
2.135156250E4,2.155873716E-2
2.137500000E4,2.155268546E-2
2.139843750E4,2.154422412E-2
2.142187500E4,2.153486591E-2
2.144531250E4,2.153031010E-2
2.146875000E4,2.152380688E-2
2.149218750E4,2.151727639E-2
2.151562500E4,2.151098292E-2
2.153906250E4,2.150378583E-2
2.156250000E4,2.149703644E-2
2.158593750E4,2.149060554E-2
2.160937500E4,2.148462118E-2
2.163281250E4,2.147867183E-2
2.165625000E4,2.147342018E-2
2.167968750E4,2.146682839E-2
2.170312500E4,2.145952928E-2
2.172656250E4,2.145548194E-2
2.175000000E4,2.145005080E-2
2.177343750E4,2.144322524E-2
2.179687500E4,2.143617645E-2
2.182031250E4,2.143036415E-2
2.184375000E4,2.142593252E-2
2.186718750E4,2.142149412E-2
2.189062500E4,2.141632193E-2
2.191406250E4,2.141103041E-2
2.193750000E4,2.140554055E-2
2.196093750E4,2.140037590E-2
2.198437500E4,2.139393627E-2
2.200781250E4,2.138889070E-2
2.203125000E4,2.138433702E-2
2.205468750E4,2.138011823E-2
2.207812500E4,2.137402861E-2
2.210156250E4,2.137083367E-2
2.212500000E4,2.136685393E-2
2.214843750E4,2.136156649E-2
2.217187500E4,2.135604497E-2
2.219531250E4,2.135151991E-2
2.221875000E4,2.134593197E-2
2.224218750E4,2.134139096E-2
2.226562500E4,2.133742986E-2
2.228906250E4,2.133443999E-2
2.231250000E4,2.132971099E-2
2.233593750E4,2.132425383E-2
2.235937500E4,2.132132716E-2
2.238281250E4,2.131729357E-2
2.240625000E4,2.131545985E-2
2.242968750E4,2.130929426E-2
2.245312500E4,2.130404293E-2
2.247656250E4,2.130221212E-2
2.250000000E4,2.129978122E-2
2.252343750E4,2.129477039E-2
2.254687500E4,2.129160136E-2
2.257031250E4,2.128797389E-2
2.259375000E4,2.128381005E-2
2.261718750E4,2.127880686E-2
2.264062500E4,2.127814256E-2
2.266406250E4,2.127452721E-2
2.268750000E4,2.127103328E-2
2.271093750E4,2.126670010E-2
2.273437500E4,2.126521659E-2
2.275781250E4,2.126149354E-2
2.278125000E4,2.125981479E-2
2.280468750E4,2.125584033E-2
2.282812500E4,2.125231018E-2
2.285156250E4,2.125113272E-2
2.287500000E4,2.124821029E-2
2.289843750E4,2.124587259E-2
2.292187500E4,2.124451281E-2
2.294531250E4,2.123976041E-2
2.296875000E4,2.123624899E-2
2.299218750E4,2.123306440E-2
2.301562500E4,2.123150525E-2
2.303906250E4,2.122954986E-2
2.306250000E4,2.122529189E-2
2.308593750E4,2.122763045E-2
2.310937500E4,2.122337208E-2
2.313281250E4,2.122396491E-2
2.315625000E4,2.121864916E-2
2.317968750E4,2.121805145E-2
2.320312500E4,2.121550636E-2
2.322656250E4,2.121352485E-2
2.325000000E4,2.121114253E-2
2.327343750E4,2.121019097E-2
2.329687500E4,2.120945665E-2
2.332031250E4,2.120766069E-2
2.334375000E4,2.120305546E-2
2.336718750E4,2.120246623E-2
2.339062500E4,2.120072266E-2
2.341406250E4,2.119988165E-2
2.343750000E4,2.119858187E-2
2.346093750E4,2.119698647E-2
2.348437500E4,2.119639682E-2
2.350781250E4,2.119545389E-2
2.353125000E4,2.119517744E-2
2.355468750E4,2.119338488E-2
2.357812500E4,2.119329368E-2
2.360156250E4,2.119025743E-2
2.362500000E4,2.119055664E-2
2.364843750E4,2.118836469E-2
2.367187500E4,2.118784307E-2
2.369531250E4,2.118795024E-2
2.371875000E4,2.118773733E-2
2.374218750E4,2.118711687E-2
2.376562500E4,2.118522522E-2
2.378906250E4,2.118362456E-2
2.381250000E4,2.118695230E-2
2.383593750E4,2.118295678E-2
2.385937500E4,2.118239748E-2
2.388281250E4,2.118173073E-2
2.390625000E4,2.118429095E-2
2.392968750E4,2.118337228E-2
2.395312500E4,2.118370585E-2
2.397656250E4,2.118338116E-2
