BrightnessEV_mean,trial,experimenter,Peak-Frequency_mean,Sound pressure level (dB)_mean,Linear Acceleration x (m/s^2)_mean,Linear Acceleration y (m/s^2)_mean,Linear Acceleration z (m/s^2)_mean,Absolute acceleration (m/s^2)_mean,timestamp,Inclination (deg)_mean,Rotation (deg)_mean,Peak-Frequency_norm,Sound-pressure-level_norm,Linear-Acceleration-norm,heart_rate
5.164812556974872,2,Esmee,79.4836956521739,-18.378886957777777,0.502287460505,-0.00939643955838,0.04327285738125,0.625662854496,21.0,0.5249710391,92.91955635,0.016864295125164686,0.6745952099672983,0.4095882888788436,71.70913473314162
5.238953191009933,2,Esmee,87.63586956521739,-13.603768411333334,0.5348225290069307,-0.0326808353799089,0.1206926272270594,0.7233096741762377,22.0,1.7573794875,-23.85235425,0.021080368906455864,0.9634283283713797,0.4471009670365193,75.55955505487782
5.15330365807904,2,Esmee,127.9296875,-20.5046102891,0.4226843795045,0.0002146510072199,0.1543586813324099,0.7261151236719999,23.0,0.5716231239,-48.23293707,0.04191919191919192,0.5460163500545366,0.364375540200843,70.30558436064501
5.196587645460516,2,Esmee,86.61684782608695,-22.73141323555556,0.4101256423950495,-0.0373831009278217,0.0911144868443366,0.4737079156059406,24.0,0.400062271,106.021351945,0.020553359683794466,0.4113234763927791,0.34087016066761133,68.07391019573012
5.144377161528349,2,Esmee,84.9609375,-22.726945497777777,0.3562750860425742,-0.0603405772993762,0.0977541333684257,0.4389765991554455,25.0,0.2347087075,32.38687425,0.019696969696969695,0.4115937169369704,0.3013257843377351,67.74367027188492
4.883528385762983,2,Esmee,67.2554347826087,-22.293455005,0.3178563436765,-0.096021350448,0.145070747652099,0.459782986286,26.0,0.31283271865,-119.836357545,0.010540184453227935,0.43781430384171993,0.2913354889932611,67.79525924711129
5.022707871283798,2,Esmee,72.265625,-22.66429336888889,0.2539634576613861,-0.1019485102837722,0.0701722034717623,0.3925084743676237,27.0,0.5421454317500001,-57.710506505,0.013131313131313131,0.4153833631176093,0.22479714826560349,67.0456038061624
5.161806095157185,2,Esmee,66.23641304347827,-23.91049591666667,0.2465587559699,-0.05616613198098,0.063211032452422,0.3542139888359999,28.0,0.42205963655,-72.233433265,0.010013175230566537,0.34000417314843423,0.2065782860843219,65.93293987106712
5.313032737626758,2,Esmee,62.16032608695652,-23.799127778888888,0.1967969547246534,-0.0259799030120673,0.0877803002711782,0.2941042639768317,29.0,0.2224800007,-34.69326261,0.00790513833992095,0.3467405098932389,0.17023268868795519,65.68085039502093
5.231944314675241,2,Esmee,75.1953125,-22.698593269,0.170673515948552,0.01937634790355,0.11258245974354,0.3228628345518,30.0,0.3015433424,29.324389565,0.014646464646464647,0.41330866130367916,0.1605064217462942,66.5366846025438
5.173346183030742,2,Esmee,82.54076086956522,-23.16523831888889,0.1420121963978514,0.0734978395299089,0.0699306266255168,0.3573333038392079,31.0,0.99862227185,65.90100996,0.01844532279314888,0.3850826510724577,0.13479473579030213,66.06825615505488
5.185205006849528,2,Esmee,68.359375,-21.70310706777778,0.1476809996053089,0.0416119674506534,0.0742452928444554,0.343407650680198,32.0,0.7248483376999999,48.79828015,0.011111111111111112,0.47352274416479295,0.13139771354112326,66.95567686052873
5.105724541239513,2,Esmee,151.83423913043478,-21.315774017000003,0.3367715761432099,0.0043564476482299,0.04221020194596,0.4580611607028,33.0,0.7156159006,1.272689750000012,0.054281949934123844,0.49695140082095357,0.2722358325065134,69.22694246858603
4.982819416074233,2,Esmee,103.515625,-20.419654496666663,0.5445209922722772,-0.0094133165568633,0.1935952661964356,0.6510642044485149,34.0,2.16064576,159.5412134,0.029292929292929294,0.5511550803742857,0.47105730326810547,70.96817797649486
5.076732569442374,2,Esmee,147.75815217391303,-18.75530384777778,0.67384959024,-0.01160206670352,0.17063113751849,0.756177754596,35.0,3.75690699,-8.966332949999995,0.05217391304347826,0.651826840323445,0.5687582854065694,73.41546662800346
5.1619597945471165,2,Esmee,134.765625,-16.818962436,0.7515143643306931,0.027341059170792,0.2020688948049505,0.9254672221920792,36.0,4.156805808,169.46399205,0.045454545454545456,0.7689505353310124,0.6383280041921783,75.24312136660049
4.95876887746274,2,Esmee,106.99728260869566,-15.95517992222222,0.3299214215806,0.0401171633277199,0.01731570470577,1.036634557055,37.0,2.9340153865,153.9171607,0.0310935441370224,0.8211982428278498,0.26670826547953924,72.60991592051096
5.126543817010225,2,Esmee,141.64402173913044,-18.72453699,0.2598636785364555,0.0115617176018613,0.1051993004360495,0.5285213252821782,38.0,2.72295771,156.2032051,0.04901185770750988,0.6536878386188836,0.2231906931181852,70.61001676252228
4.984255056543367,2,Esmee,111.328125,-18.605777046,0.1695741516899604,0.0661740696294653,0.0952008974497524,0.4244491527622772,39.0,1.2937515767,-160.3738219,0.03333333333333333,0.6608712843560697,0.16054275658784195,69.88146413164223
4.859299509663729,2,Esmee,128.39673913043478,-20.603158973333333,0.2326150824324,0.03809585108992,0.0103112022771499,0.33294242237,40.0,1.7734045125,158.5458622,0.04216073781291173,0.5400554250000316,0.18597846981203195,68.81170761475487
5.12240445324229,2,Esmee,110.3515625,-21.201203277777772,0.3390362282473267,0.0447926267692584,0.1131621892326435,0.4112993206841584,41.0,3.798606374,163.38357969999998,0.03282828282828283,0.50388145367002,0.2895584330792641,69.01961056524001
5.125280603297214,2,Esmee,87.63586956521739,-17.112067357,0.09595230746152,0.0256002758564999,0.06905757566996,0.2223564607863,42.0,2.0723256325,158.9264261,0.021080368906455864,0.7512214658788939,0.09014908503598215,70.1574576489637
4.845884721229011,2,Esmee,170.8984375,-20.348949438888887,0.4396499044455445,0.0297471851195742,0.0835678445401188,0.4621052288871287,43.0,3.8742831825,162.70184325,0.06414141414141414,0.5554318249464393,0.3631434903758274,70.85315810519218
4.954993353693172,2,Esmee,114.1304347826087,-19.359730014444445,0.1769163614406376,0.0304881731398811,0.1004271793208643,0.2713102440444555,44.0,3.999486015,167.7734802,0.034782608695652174,0.6152668485943706,0.16077980949032572,69.3650928329681
5.197750716495239,2,Esmee,166.10054347826087,-21.569992873,0.0751966424887466,0.01819138028756,0.074826660830318,0.1638173307862,45.0,2.5154288410000003,163.91167795,0.061660079051383404,0.4815744370405944,0.07904086663471967,67.64442175859256
4.9506131946573175,2,Esmee,113.28125,-19.771621177777774,0.5045167294227723,0.0241670122234663,0.0924321018895841,0.5242289596079208,46.0,4.6102591365,167.76688374999998,0.03434343434343434,0.5903527426948985,0.41729555147018005,71.1094660109689
